http://www.realestate3d.com/gps/uslatlongdegmin.htm
[FMY] 26.58 81.87 	26 34 47 	81 52 12 	FortMyers,FL
[FLL] 26.07 80.15 	26 4 11 	80 9 0 		FtLauderdale,FL
[RSW] 26.65 81.87 	26 38 59 	81 52 12 	FtMyers,FL
[GNV] 29.68 82.27 	29 40 48 	82 16 11 	Gainesville,FL
[HST] 25.48 80.38 	25 28 47 	80 22 47 	Homestead,FL
[HRT] 30.43 86.68 	30 25 48 	86 40 48 	HurlburtFld,FL
[CRG] 30.33 81.52 	30 19 47 	81 31 11 	Jacksonville,FL
[JAX] 30.50 81.70 	30 30 0 	81 41 59 	Jacksonville,FL
[NIP] 30.23 81.68 	30 13 47 	81 40 48 	Jacksonville,FL
[EYW] 24.55 81.75 	24 32 59 	81 45 0 	KeyWest,FL
[NQX] 24.57 81.68 	24 34 11 	81 40 48 	KeyWestNAS,FL
[LAL] 28.03 81.95 	28 1 48 	81 56 59 	Lakeland,FL
[MCF] 27.85 82.52 	27 51 0 	82 31 11 	MacdillAFB,FL
[MAI] 30.84 85.18 	30 50 24 	85 10 48 	Marianna,FL
[NRB] 30.40 81.42 	30 23 59 	81 25 11 	MayportNAS,FL
[MLB] 28.10 80.63 	28 6 0 		80 37 47 	Melbourne,FL
[MIA] 25.82 80.28 	25 49 11 	80 16 47 	MiamiIntl,FL
[OPF] 25.92 80.28 	25 55 12 	80 16 47 	Miami/Opa,FL
[TMB] 25.65 80.43 	25 38 59 	80 25 48 	Miami/Tamiami,FL
